1000	2221	79	12.6	4555	33	30.0857142857	7897	22	44.3333333333	11335	14	67.0	14339	12	82.6923076923	
10000	22401	1180	8.47253872744	43770	383	26.1021978022	78510	202	49.3333333333	111236	142	69.9395973154	144842	90	110.263157895	
100000	213515	12369	8.08461483314	419329	4064	24.6052033342	759685	1834	54.5230583854	1065221	1559	64.1091843288	103548442	1364	73.2673992674	
