0x09,0x24	4	-73
0x09,0x24	5	-72
0x09,0x24	6	-71
0x09,0x24	7	-70
0x09,0x24	8	-71
0x09,0x24	9	-70
0x09,0x24	10	-70
0x09,0x24	11	-70
0x09,0x24	19	-75
0x09,0x24	23	-73
0x09,0x24	24	-73
0x09,0x24	25	-72
0x09,0x24	29	-74
0x09,0x24	37	-72
0x09,0x24	42	-75
0x09,0x24	44	-72
0x09,0x24	45	-73
0x09,0x24	46	-73
0x09,0x24	47	-71
0x09,0x24	48	-73
0x09,0x24	50	-74
0x09,0x24	52	-73
0x09,0x24	53	-71
0x09,0x24	54	-73
0x09,0x24	55	-74
0x09,0x24	56	-74
0x09,0x24	59	-74
0x09,0x24	64	-74
0x09,0x24	65	-72
0x09,0x24	67	-73
0x09,0x24	76	-71
0x09,0x24	81	-71
0x09,0x24	82	-70
0x09,0x24	83	-69
0x09,0x24	84	-70
0x09,0x24	85	-70
0x09,0x24	86	-70
0x09,0x24	87	-70
0x09,0x24	88	-69
0x09,0x24	89	-70
0x09,0x24	90	-69
0x09,0x24	91	-70
0x09,0x24	92	-70
0x09,0x24	93	-70
0x09,0x24	94	-70
0x09,0x24	95	-70
0x09,0x24	96	-70
0x09,0x24	97	-70
0x09,0x24	98	-70
0x09,0x24	99	-70
0x09,0x24	100	-70
0x09,0x24	101	-70
0x09,0x24	102	-69
0x09,0x24	103	-70
0x09,0x24	104	-70
0x09,0x24	105	-70
0x09,0x24	106	-70
0x09,0x24	107	-70
0x09,0x24	108	-70
0x09,0x24	109	-70
0x09,0x24	110	-70
0x09,0x24	111	-70
0x09,0x24	112	-70
0x09,0x24	113	-71
0x09,0x24	114	-70
0x09,0x24	115	-69
0x09,0x24	116	-70
0x09,0x24	117	-69
0x09,0x24	118	-71
0x09,0x24	119	-70
0x09,0x24	120	-69
0x09,0x24	121	-70
0x09,0x24	122	-70
0x09,0x24	123	-70
0x09,0x24	124	-69
0x09,0x24	125	-70
0x09,0x24	126	-69
0x09,0x24	127	-70
0x09,0x24	128	-70
0x09,0x24	129	-70
0x09,0x24	130	-70
0x09,0x24	131	-70
0x09,0x24	132	-70
0x09,0x24	133	-70
0x09,0x24	134	-70
0x09,0x24	135	-70
0x09,0x24	136	-70
0x09,0x24	137	-70
0x09,0x24	138	-70
0x09,0x24	139	-70
0x09,0x24	140	-71
0x09,0x24	141	-70
0x09,0x24	142	-70
0x09,0x24	143	-70
0x09,0x24	144	-70
0x09,0x24	145	-70
0x09,0x24	146	-70
0x09,0x24	147	-70
0x09,0x24	148	-70
0x09,0x24	149	-70
0x09,0x24	150	-70
0x09,0x24	151	-70
0x09,0x24	152	-70
0x09,0x24	153	-70
0x09,0x24	154	-70
0x09,0x24	155	-69
0x09,0x24	156	-70
0x09,0x24	157	-70
0x09,0x24	158	-69
0x09,0x24	159	-70
