0x09,0x24	0	-40
0x09,0x24	1	-40
0x09,0x24	2	-40
0x09,0x24	3	-40
0x09,0x24	4	-40
0x09,0x24	5	-41
0x09,0x24	6	-41
0x09,0x24	7	-41
0x09,0x24	8	-41
0x09,0x24	9	-40
0x09,0x24	10	-40
0x09,0x24	11	-40
0x09,0x24	12	-40
0x09,0x24	13	-41
0x09,0x24	14	-39
0x09,0x24	15	-39
0x09,0x24	16	-39
0x09,0x24	17	-38
0x09,0x24	18	-40
0x09,0x24	19	-39
0x09,0x24	20	-40
0x09,0x24	21	-40
0x09,0x24	22	-40
0x09,0x24	23	-40
0x09,0x24	24	-40
0x09,0x24	25	-40
0x09,0x24	26	-40
0x09,0x24	27	-40
0x09,0x24	28	-40
0x09,0x24	29	-40
0x09,0x24	30	-40
0x09,0x24	31	-40
0x09,0x24	32	-40
0x09,0x24	33	-40
0x09,0x24	34	-40
0x09,0x24	35	-40
0x09,0x24	36	-40
0x09,0x24	37	-40
0x09,0x24	38	-40
0x09,0x24	39	-40
0x09,0x24	40	-40
0x09,0x24	41	-40
0x09,0x24	42	-40
0x09,0x24	43	-39
0x09,0x24	44	-40
0x09,0x24	45	-40
0x09,0x24	46	-40
0x09,0x24	47	-40
0x09,0x24	48	-40
0x09,0x24	49	-40
0x09,0x24	50	-40
0x09,0x24	51	-40
0x09,0x24	52	-40
0x09,0x24	53	-40
0x09,0x24	54	-40
0x09,0x24	55	-40
0x09,0x24	56	-40
0x09,0x24	57	-40
0x09,0x24	58	-40
0x09,0x24	59	-40
0x09,0x24	60	-40
0x09,0x24	61	-40
0x09,0x24	62	-40
0x09,0x24	63	-40
0x09,0x24	64	-40
0x09,0x24	65	-40
0x09,0x24	66	-40
0x09,0x24	67	-40
0x09,0x24	68	-40
0x09,0x24	69	-40
0x09,0x24	70	-40
0x09,0x24	71	-40
0x09,0x24	72	-40
0x09,0x24	73	-40
0x09,0x24	74	-40
0x09,0x24	75	-40
0x09,0x24	76	-40
0x09,0x24	77	-39
0x09,0x24	78	-40
0x09,0x24	79	-40
0x09,0x24	80	-40
0x09,0x24	81	-40
0x09,0x24	82	-40
0x09,0x24	83	-40
0x09,0x24	84	-40
0x09,0x24	85	-40
0x09,0x24	86	-40
0x09,0x24	87	-40
0x09,0x24	88	-40
0x09,0x24	89	-40
0x09,0x24	90	-40
0x09,0x24	91	-40
0x09,0x24	92	-40
0x09,0x24	93	-40
0x09,0x24	94	-40
0x09,0x24	95	-40
0x09,0x24	96	-40
0x09,0x24	97	-40
0x09,0x24	98	-40
0x09,0x24	99	-40
0x09,0x24	100	-40
0x09,0x24	101	-40
0x09,0x24	102	-40
0x09,0x24	103	-40
0x09,0x24	104	-40
0x09,0x24	105	-40
0x09,0x24	106	-40
0x09,0x24	107	-40
0x09,0x24	108	-40
0x09,0x24	109	-40
0x09,0x24	110	-40
0x09,0x24	111	-40
0x09,0x24	112	-40
0x09,0x24	113	-40
0x09,0x24	114	-40
0x09,0x24	115	-40
0x09,0x24	116	-40
0x09,0x24	117	-40
0x09,0x24	118	-40
0x09,0x24	119	-40
0x09,0x24	120	-40
0x09,0x24	121	-40
0x09,0x24	122	-40
0x09,0x24	123	-40
0x09,0x24	124	-40
0x09,0x24	125	-40
0x09,0x24	126	-40
0x09,0x24	127	-40
0x09,0x24	128	-40
0x09,0x24	129	-40
0x09,0x24	130	-40
0x09,0x24	131	-40
0x09,0x24	132	-40
0x09,0x24	133	-40
0x09,0x24	134	-40
0x09,0x24	135	-40
0x09,0x24	136	-40
0x09,0x24	137	-40
0x09,0x24	138	-40
0x09,0x24	139	-40
0x09,0x24	140	-40
0x09,0x24	141	-40
0x09,0x24	142	-40
0x09,0x24	143	-40
0x09,0x24	144	-40
0x09,0x24	145	-40
0x09,0x24	146	-40
0x09,0x24	147	-40
0x09,0x24	148	-40
0x09,0x24	149	-40
0x09,0x24	150	-40
0x09,0x24	151	-40
0x09,0x24	152	-40
0x09,0x24	153	-40
0x09,0x24	154	-40
0x09,0x24	155	-40
0x09,0x24	156	-40
0x09,0x24	157	-40
0x09,0x24	158	-40
0x09,0x24	159	-40
0x09,0x24	160	-40
0x09,0x24	161	-40
0x09,0x24	162	-40
0x09,0x24	163	-40
0x09,0x24	164	-40
0x09,0x24	165	-40
0x09,0x24	166	-40
0x09,0x24	167	-40
0x09,0x24	168	-40
0x09,0x24	169	-40
0x09,0x24	170	-40
0x09,0x24	171	-40
0x09,0x24	172	-40
0x09,0x24	173	-40
0x09,0x24	174	-40
0x09,0x24	175	-40
0x09,0x24	176	-40
0x09,0x24	177	-40
0x09,0x24	178	-40
0x09,0x24	179	-40
0x09,0x24	180	-40
0x09,0x24	181	-40
0x09,0x24	182	-40
0x09,0x24	183	-40
0x09,0x24	184	-40
0x09,0x24	185	-40
0x09,0x24	186	-40
0x09,0x24	187	-40
0x09,0x24	188	-40
0x09,0x24	189	-40
0x09,0x24	190	-40
0x09,0x24	191	-40
0x09,0x24	192	-40
0x09,0x24	193	-40
0x09,0x24	194	-40
0x09,0x24	195	-40
