1000	2146	370	2.6958041958	4125	164	6.09395973154	7406	88	11.2906976744	10671	76	13.0914285714	13652	73	13.6805555556	
10000	20382	3461	2.88927469136	38968	1624	6.15471965933	71358	849	11.7767517653	102484	702	14.2276650842	71413	849	11.7765707043	
100000	203374	33445	2.98994075782	389394	15641	6.39338602899	711424	8516	11.7413117609	1026361	6262	15.967679598	1329400	5562	17.977118003	
